,dataset_name,cell_type,sex,race,count,percentage
0,All major cell types in adult human retina,glial cell,female,European,1862,0.7616351841095577
1,All major cell types in adult human retina,amacrine cell,female,European,1556,0.6364684997177614
2,All major cell types in adult human retina,retinal cone cell,female,European,857,0.3505485245874817
3,All major cell types in adult human retina,retinal rod cell,female,European,14397,5.888969788198336
4,All major cell types in adult human retina,retina horizontal cell,female,European,1058,0.4327658564918969
5,All major cell types in adult human retina,retinal bipolar neuron,female,European,9460,3.8695321383869037
6,All major cell types in adult human retina,glial cell,male,European,8728,3.5701137953320186
7,All major cell types in adult human retina,amacrine cell,male,European,3940,1.6116233219074423
8,All major cell types in adult human retina,retinal cone cell,male,European,3384,1.3841962744504528
9,All major cell types in adult human retina,retinal rod cell,male,European,3472,1.4201919222494008
10,All major cell types in adult human retina,retina horizontal cell,male,European,3800,1.554357518590934
11,All major cell types in adult human retina,retinal bipolar neuron,male,European,14317,5.8562464720174745
12,All major cell types in adult human retina,glial cell,male,European,1523,0.622970131793156
13,All major cell types in adult human retina,amacrine cell,male,European,1966,0.8041754951446779
14,All major cell types in adult human retina,retinal cone cell,male,European,1549,0.633605209551936
15,All major cell types in adult human retina,retinal rod cell,male,European,8232,3.3672292350106763
16,All major cell types in adult human retina,retina horizontal cell,male,European,1497,0.6123350540343758
17,All major cell types in adult human retina,retinal bipolar neuron,male,European,9721,3.9762919574269655
18,All major cell types in adult human retina,glial cell,female,European,494,0.2020664774168214
19,All major cell types in adult human retina,amacrine cell,female,European,42,0.01717974099495243
20,All major cell types in adult human retina,retinal cone cell,female,European,576,0.23560787650220472
21,All major cell types in adult human retina,retinal rod cell,female,European,12673,5.183782324500765
22,All major cell types in adult human retina,retina horizontal cell,female,European,105,0.042949352487381076
23,All major cell types in adult human retina,retinal bipolar neuron,female,European,2819,1.1530878539231166
24,All major cell types in adult human retina,glial cell,male,European,796,0.3255969959995746
25,All major cell types in adult human retina,amacrine cell,male,European,849,0.3472761929693955
26,All major cell types in adult human retina,retinal cone cell,male,European,1044,0.42703927616024606
27,All major cell types in adult human retina,retinal rod cell,male,European,10368,4.240941777039685
28,All major cell types in adult human retina,retina horizontal cell,male,European,437,0.17875111463795743
29,All major cell types in adult human retina,retinal bipolar neuron,male,European,5525,2.259954023740766
30,All major cell types in adult human retina,glial cell,male,European,1098,0.44912751458232775
31,All major cell types in adult human retina,amacrine cell,male,European,1095,0.4479003902255455
32,All major cell types in adult human retina,retinal cone cell,male,European,845,0.34564002716035247
33,All major cell types in adult human retina,retinal rod cell,male,European,10036,4.105140014889109
34,All major cell types in adult human retina,retina horizontal cell,male,European,248,0.10144228016067149
35,All major cell types in adult human retina,retinal bipolar neuron,male,European,5359,2.1920531426654777
36,All major cell types in adult human retina,glial cell,male,European,866,0.35422989765782864
37,All major cell types in adult human retina,amacrine cell,male,European,117,0.047857849914510336
38,All major cell types in adult human retina,retinal cone cell,male,European,598,0.2446067884519417
39,All major cell types in adult human retina,retinal rod cell,male,European,11232,4.594353591792992
40,All major cell types in adult human retina,retina horizontal cell,male,European,49,0.02004303116077783
41,All major cell types in adult human retina,retinal bipolar neuron,male,European,3296,1.348200626651505
42,All major cell types in adult human retina,glial cell,female,European,402,0.16443466380883037
43,All major cell types in adult human retina,amacrine cell,female,European,19750,8.078568682150248
44,All major cell types in adult human retina,retinal cone cell,female,European,302,0.12353051858275317
45,All major cell types in adult human retina,retinal rod cell,female,European,3267,1.3363384245359424
46,All major cell types in adult human retina,retina horizontal cell,female,European,60,0.02454248713564633
47,All major cell types in adult human retina,retinal bipolar neuron,female,European,417,0.17057028559274198
48,All major cell types in adult human retina,glial cell,male,European,136,0.05562963750746501
49,All major cell types in adult human retina,amacrine cell,male,European,4877,1.9948951626757856
50,All major cell types in adult human retina,retinal cone cell,male,European,21,0.008589870497476214
51,All major cell types in adult human retina,retinal rod cell,male,European,1695,0.6933252615820088
52,All major cell types in adult human retina,retina horizontal cell,male,European,5,0.0020452072613038603
53,All major cell types in adult human retina,retinal bipolar neuron,male,European,125,0.051130181532596505
54,All major cell types in adult human retina,glial cell,male,European,2055,0.8405801843958868
55,All major cell types in adult human retina,amacrine cell,male,European,16321,6.675965542348061
56,All major cell types in adult human retina,retinal cone cell,male,European,2417,0.9886531901142862
57,All major cell types in adult human retina,retinal rod cell,male,European,22408,9.165800862259381
58,All major cell types in adult human retina,retina horizontal cell,male,European,87,0.03558660634668717
59,All major cell types in adult human retina,retinal bipolar neuron,male,European,1966,0.8041754951446779
60,All major cell types in adult human retina,glial cell,male,European,51,0.020861114065299377
61,All major cell types in adult human retina,amacrine cell,male,European,5994,2.451794464851068
62,All major cell types in adult human retina,retinal cone cell,male,European,36,0.014725492281387795
63,All major cell types in adult human retina,retinal rod cell,male,European,159,0.06503759090946276
64,All major cell types in adult human retina,retina horizontal cell,male,European,2,0.0008180829045215443
65,All major cell types in adult human retina,retinal bipolar neuron,male,European,35,0.014316450829127022
